age,postal_code,gender,size,cust_id,embed_text
50-60,Chennai,Female,XL,4089,"Customer ID: 4089, Gender: Female, postal_code: Chennai, Age Range: 50-60, Size: XL"
50-60,Mumbai,Male,M,4093,"Customer ID: 4093, Gender: Male, postal_code: Mumbai, Age Range: 50-60, Size: M"
50-60,Chennai,Male,S,4095,"Customer ID: 4095, Gender: Male, postal_code: Chennai, Age Range: 50-60, Size: S"
60-70,Jaipur,Female,M,4096,"Customer ID: 4096, Gender: Female, postal_code: Jaipur, Age Range: 60-70, Size: M"
50-60,Chennai,Female,M,4097,"Customer ID: 4097, Gender: Female, postal_code: Chennai, Age Range: 50-60, Size: M"
50-60,Patna,Female,XS,4098,"Customer ID: 4098, Gender: Female, postal_code: Patna, Age Range: 50-60, Size: XS"
25-30,Delhi,Female,M,4099,"Customer ID: 4099, Gender: Female, postal_code: Delhi, Age Range: 25-30, Size: M"
60-70,Lucknow,Female,M,4100,"Customer ID: 4100, Gender: Female, postal_code: Lucknow, Age Range: 60-70, Size: M"
60-70,Bhopal,Male,M,4101,"Customer ID: 4101, Gender: Male, postal_code: Bhopal, Age Range: 60-70, Size: M"
25-30,Jaipur,Female,XL,4102,"Customer ID: 4102, Gender: Female, postal_code: Jaipur, Age Range: 25-30, Size: XL"
50-60,Hyderabad,Female,M,4103,"Customer ID: 4103, Gender: Female, postal_code: Hyderabad, Age Range: 50-60, Size: M"
20-25,Chennai,Male,S,4104,"Customer ID: 4104, Gender: Male, postal_code: Chennai, Age Range: 20-25, Size: S"
25-30,Mumbai,Female,L,4106,"Customer ID: 4106, Gender: Female, postal_code: Mumbai, Age Range: 25-30, Size: L"
50-60,Hyderabad,Male,XL,4111,"Customer ID: 4111, Gender: Male, postal_code: Hyderabad, Age Range: 50-60, Size: XL"
40-50,Mumbai,Male,XS,4112,"Customer ID: 4112, Gender: Male, postal_code: Mumbai, Age Range: 40-50, Size: XS"
20-25,Visakhapatnam,Male,XL,4115,"Customer ID: 4115, Gender: Male, postal_code: Visakhapatnam, Age Range: 20-25, Size: XL"
20-25,Delhi,Female,L,4117,"Customer ID: 4117, Gender: Female, postal_code: Delhi, Age Range: 20-25, Size: L"
40-50,Hyderabad,Female,M,4118,"Customer ID: 4118, Gender: Female, postal_code: Hyderabad, Age Range: 40-50, Size: M"
50-60,Hyderabad,Female,L,4119,"Customer ID: 4119, Gender: Female, postal_code: Hyderabad, Age Range: 50-60, Size: L"
40-50,Lucknow,Male,XL,4121,"Customer ID: 4121, Gender: Male, postal_code: Lucknow, Age Range: 40-50, Size: XL"
50-60,Bengaluru,Male,M,4123,"Customer ID: 4123, Gender: Male, postal_code: Bengaluru, Age Range: 50-60, Size: M"
50-60,Delhi,Female,L,4125,"Customer ID: 4125, Gender: Female, postal_code: Delhi, Age Range: 50-60, Size: L"
30-35,Chennai,Female,M,4127,"Customer ID: 4127, Gender: Female, postal_code: Chennai, Age Range: 30-35, Size: M"
50-60,Indore,Female,S,4129,"Customer ID: 4129, Gender: Female, postal_code: Indore, Age Range: 50-60, Size: S"
40-50,Lucknow,Male,L,4130,"Customer ID: 4130, Gender: Male, postal_code: Lucknow, Age Range: 40-50, Size: L"
20-25,Chennai,Female,M,4131,"Customer ID: 4131, Gender: Female, postal_code: Chennai, Age Range: 20-25, Size: M"
20-25,Surat,Female,XL,4136,"Customer ID: 4136, Gender: Female, postal_code: Surat, Age Range: 20-25, Size: XL"
50-60,Chennai,Male,XL,4138,"Customer ID: 4138, Gender: Male, postal_code: Chennai, Age Range: 50-60, Size: XL"
20-25,Lucknow,Female,S,4139,"Customer ID: 4139, Gender: Female, postal_code: Lucknow, Age Range: 20-25, Size: S"
30-35,Patna,Male,L,4140,"Customer ID: 4140, Gender: Male, postal_code: Patna, Age Range: 30-35, Size: L"
40-50,Chennai,Female,S,4141,"Customer ID: 4141, Gender: Female, postal_code: Chennai, Age Range: 40-50, Size: S"
50-60,Hyderabad,Male,XL,4142,"Customer ID: 4142, Gender: Male, postal_code: Hyderabad, Age Range: 50-60, Size: XL"
30-35,Mumbai,Male,M,4143,"Customer ID: 4143, Gender: Male, postal_code: Mumbai, Age Range: 30-35, Size: M"
40-50,Chennai,Female,XL,4144,"Customer ID: 4144, Gender: Female, postal_code: Chennai, Age Range: 40-50, Size: XL"
50-60,Bengaluru,Female,XS,4146,"Customer ID: 4146, Gender: Female, postal_code: Bengaluru, Age Range: 50-60, Size: XS"
20-25,Delhi,Female,XL,4147,"Customer ID: 4147, Gender: Female, postal_code: Delhi, Age Range: 20-25, Size: XL"
25-30,Bhopal,Male,M,4148,"Customer ID: 4148, Gender: Male, postal_code: Bhopal, Age Range: 25-30, Size: M"
20-25,Bengaluru,Female,M,4149,"Customer ID: 4149, Gender: Female, postal_code: Bengaluru, Age Range: 20-25, Size: M"
40-50,Delhi,Male,XS,4150,"Customer ID: 4150, Gender: Male, postal_code: Delhi, Age Range: 40-50, Size: XS"
40-50,Surat,Female,XS,4151,"Customer ID: 4151, Gender: Female, postal_code: Surat, Age Range: 40-50, Size: XS"
50-60,Kolkata,Female,L,4152,"Customer ID: 4152, Gender: Female, postal_code: Kolkata, Age Range: 50-60, Size: L"
50-60,Lucknow,Male,M,4156,"Customer ID: 4156, Gender: Male, postal_code: Lucknow, Age Range: 50-60, Size: M"
20-25,Mumbai,Female,L,4157,"Customer ID: 4157, Gender: Female, postal_code: Mumbai, Age Range: 20-25, Size: L"
30-35,Ahmedabad,Female,M,4158,"Customer ID: 4158, Gender: Female, postal_code: Ahmedabad, Age Range: 30-35, Size: M"
25-30,Patna,Female,S,4159,"Customer ID: 4159, Gender: Female, postal_code: Patna, Age Range: 25-30, Size: S"
50-60,Patna,Female,L,4160,"Customer ID: 4160, Gender: Female, postal_code: Patna, Age Range: 50-60, Size: L"
30-35,Chennai,Male,L,4161,"Customer ID: 4161, Gender: Male, postal_code: Chennai, Age Range: 30-35, Size: L"
25-30,Mumbai,Female,S,4162,"Customer ID: 4162, Gender: Female, postal_code: Mumbai, Age Range: 25-30, Size: S"
50-60,Delhi,Male,S,4163,"Customer ID: 4163, Gender: Male, postal_code: Delhi, Age Range: 50-60, Size: S"
25-30,Mumbai,Female,L,4164,"Customer ID: 4164, Gender: Female, postal_code: Mumbai, Age Range: 25-30, Size: L"
25-30,Vadodara,Male,S,4168,"Customer ID: 4168, Gender: Male, postal_code: Vadodara, Age Range: 25-30, Size: S"
50-60,Bengaluru,Male,XS,4169,"Customer ID: 4169, Gender: Male, postal_code: Bengaluru, Age Range: 50-60, Size: XS"
50-60,Bengaluru,Female,L,4171,"Customer ID: 4171, Gender: Female, postal_code: Bengaluru, Age Range: 50-60, Size: L"
35-40,Visakhapatnam,Female,XS,4176,"Customer ID: 4176, Gender: Female, postal_code: Visakhapatnam, Age Range: 35-40, Size: XS"
50-60,Hyderabad,Male,S,4179,"Customer ID: 4179, Gender: Male, postal_code: Hyderabad, Age Range: 50-60, Size: S"
20-25,Lucknow,Female,M,4181,"Customer ID: 4181, Gender: Female, postal_code: Lucknow, Age Range: 20-25, Size: M"
30-35,Hyderabad,Female,L,4182,"Customer ID: 4182, Gender: Female, postal_code: Hyderabad, Age Range: 30-35, Size: L"
40-50,Hyderabad,Male,M,4183,"Customer ID: 4183, Gender: Male, postal_code: Hyderabad, Age Range: 40-50, Size: M"
30-35,Jaipur,Female,M,4186,"Customer ID: 4186, Gender: Female, postal_code: Jaipur, Age Range: 30-35, Size: M"
50-60,Guwahati,Female,L,4187,"Customer ID: 4187, Gender: Female, postal_code: Guwahati, Age Range: 50-60, Size: L"
50-60,Chennai,Female,XS,4188,"Customer ID: 4188, Gender: Female, postal_code: Chennai, Age Range: 50-60, Size: XS"
20-25,Chennai,Female,S,4189,"Customer ID: 4189, Gender: Female, postal_code: Chennai, Age Range: 20-25, Size: S"
25-30,Nagpur,Female,L,4191,"Customer ID: 4191, Gender: Female, postal_code: Nagpur, Age Range: 25-30, Size: L"
40-50,Ahmedabad,Female,S,4192,"Customer ID: 4192, Gender: Female, postal_code: Ahmedabad, Age Range: 40-50, Size: S"
35-40,Bengaluru,Female,XL,4194,"Customer ID: 4194, Gender: Female, postal_code: Bengaluru, Age Range: 35-40, Size: XL"
80-90,Hyderabad,Female,XS,4196,"Customer ID: 4196, Gender: Female, postal_code: Hyderabad, Age Range: 80-90, Size: XS"
50-60,Delhi,Female,XS,4198,"Customer ID: 4198, Gender: Female, postal_code: Delhi, Age Range: 50-60, Size: XS"
40-50,Chennai,Female,S,4199,"Customer ID: 4199, Gender: Female, postal_code: Chennai, Age Range: 40-50, Size: S"
35-40,Nagpur,Female,L,4201,"Customer ID: 4201, Gender: Female, postal_code: Nagpur, Age Range: 35-40, Size: L"
40-50,Vadodara,Female,XS,4202,"Customer ID: 4202, Gender: Female, postal_code: Vadodara, Age Range: 40-50, Size: XS"
25-30,Ahmedabad,Female,XL,4203,"Customer ID: 4203, Gender: Female, postal_code: Ahmedabad, Age Range: 25-30, Size: XL"
20-25,Bengaluru,Male,M,4206,"Customer ID: 4206, Gender: Male, postal_code: Bengaluru, Age Range: 20-25, Size: M"
25-30,Hyderabad,Female,S,4207,"Customer ID: 4207, Gender: Female, postal_code: Hyderabad, Age Range: 25-30, Size: S"
50-60,Bengaluru,Male,XL,4208,"Customer ID: 4208, Gender: Male, postal_code: Bengaluru, Age Range: 50-60, Size: XL"
25-30,Delhi,Male,XL,4209,"Customer ID: 4209, Gender: Male, postal_code: Delhi, Age Range: 25-30, Size: XL"
40-50,Hyderabad,Male,L,4212,"Customer ID: 4212, Gender: Male, postal_code: Hyderabad, Age Range: 40-50, Size: L"
50-60,Patna,Male,M,4213,"Customer ID: 4213, Gender: Male, postal_code: Patna, Age Range: 50-60, Size: M"
50-60,Hyderabad,Female,M,4214,"Customer ID: 4214, Gender: Female, postal_code: Hyderabad, Age Range: 50-60, Size: M"
50-60,Hyderabad,Female,XS,4215,"Customer ID: 4215, Gender: Female, postal_code: Hyderabad, Age Range: 50-60, Size: XS"
30-35,Delhi,Female,XL,4220,"Customer ID: 4220, Gender: Female, postal_code: Delhi, Age Range: 30-35, Size: XL"
50-60,Chennai,Female,S,4221,"Customer ID: 4221, Gender: Female, postal_code: Chennai, Age Range: 50-60, Size: S"
60-70,Chennai,Female,XS,4224,"Customer ID: 4224, Gender: Female, postal_code: Chennai, Age Range: 60-70, Size: XS"
50-60,Nagpur,Female,XL,4225,"Customer ID: 4225, Gender: Female, postal_code: Nagpur, Age Range: 50-60, Size: XL"
40-50,Hyderabad,Female,XS,4228,"Customer ID: 4228, Gender: Female, postal_code: Hyderabad, Age Range: 40-50, Size: XS"
35-40,Delhi,Female,M,4229,"Customer ID: 4229, Gender: Female, postal_code: Delhi, Age Range: 35-40, Size: M"
25-30,Hyderabad,Female,L,4230,"Customer ID: 4230, Gender: Female, postal_code: Hyderabad, Age Range: 25-30, Size: L"
40-50,Hyderabad,Female,S,4232,"Customer ID: 4232, Gender: Female, postal_code: Hyderabad, Age Range: 40-50, Size: S"
20-25,Visakhapatnam,Male,L,4233,"Customer ID: 4233, Gender: Male, postal_code: Visakhapatnam, Age Range: 20-25, Size: L"
35-40,Mumbai,Female,M,4234,"Customer ID: 4234, Gender: Female, postal_code: Mumbai, Age Range: 35-40, Size: M"
20-25,Coimbatore,Male,XS,4235,"Customer ID: 4235, Gender: Male, postal_code: Coimbatore, Age Range: 20-25, Size: XS"
25-30,Lucknow,Male,L,4238,"Customer ID: 4238, Gender: Male, postal_code: Lucknow, Age Range: 25-30, Size: L"
35-40,Hyderabad,Male,XS,4239,"Customer ID: 4239, Gender: Male, postal_code: Hyderabad, Age Range: 35-40, Size: XS"
40-50,Chennai,Female,XS,4243,"Customer ID: 4243, Gender: Female, postal_code: Chennai, Age Range: 40-50, Size: XS"
50-60,Ahmedabad,Female,L,4244,"Customer ID: 4244, Gender: Female, postal_code: Ahmedabad, Age Range: 50-60, Size: L"
40-50,Chennai,Male,L,4245,"Customer ID: 4245, Gender: Male, postal_code: Chennai, Age Range: 40-50, Size: L"
50-60,Mumbai,Female,XL,4247,"Customer ID: 4247, Gender: Female, postal_code: Mumbai, Age Range: 50-60, Size: XL"
25-30,Indore,Female,M,4248,"Customer ID: 4248, Gender: Female, postal_code: Indore, Age Range: 25-30, Size: M"
30-35,Pune,Female,L,4249,"Customer ID: 4249, Gender: Female, postal_code: Pune, Age Range: 30-35, Size: L"
40-50,Bhopal,Female,XL,4250,"Customer ID: 4250, Gender: Female, postal_code: Bhopal, Age Range: 40-50, Size: XL"
20-25,Delhi,Female,L,4254,"Customer ID: 4254, Gender: Female, postal_code: Delhi, Age Range: 20-25, Size: L"
25-30,Surat,Male,M,4256,"Customer ID: 4256, Gender: Male, postal_code: Surat, Age Range: 25-30, Size: M"
25-30,Delhi,Female,XL,4257,"Customer ID: 4257, Gender: Female, postal_code: Delhi, Age Range: 25-30, Size: XL"
60-70,Patna,Male,L,4258,"Customer ID: 4258, Gender: Male, postal_code: Patna, Age Range: 60-70, Size: L"
50-60,Patna,Male,S,4259,"Customer ID: 4259, Gender: Male, postal_code: Patna, Age Range: 50-60, Size: S"
20-25,Mumbai,Female,XS,4261,"Customer ID: 4261, Gender: Female, postal_code: Mumbai, Age Range: 20-25, Size: XS"
20-25,Delhi,Male,L,4262,"Customer ID: 4262, Gender: Male, postal_code: Delhi, Age Range: 20-25, Size: L"
50-60,Hyderabad,Male,L,4264,"Customer ID: 4264, Gender: Male, postal_code: Hyderabad, Age Range: 50-60, Size: L"
40-50,Hyderabad,Male,XS,4267,"Customer ID: 4267, Gender: Male, postal_code: Hyderabad, Age Range: 40-50, Size: XS"
20-25,Visakhapatnam,Male,XS,4268,"Customer ID: 4268, Gender: Male, postal_code: Visakhapatnam, Age Range: 20-25, Size: XS"
30-35,Bhopal,Female,S,4269,"Customer ID: 4269, Gender: Female, postal_code: Bhopal, Age Range: 30-35, Size: S"
25-30,Indore,Female,S,4272,"Customer ID: 4272, Gender: Female, postal_code: Indore, Age Range: 25-30, Size: S"
20-25,Guwahati,Female,XL,4274,"Customer ID: 4274, Gender: Female, postal_code: Guwahati, Age Range: 20-25, Size: XL"
50-60,Vadodara,Female,S,4275,"Customer ID: 4275, Gender: Female, postal_code: Vadodara, Age Range: 50-60, Size: S"
20-25,Patna,Male,XL,4277,"Customer ID: 4277, Gender: Male, postal_code: Patna, Age Range: 20-25, Size: XL"
40-50,Bengaluru,Female,S,4278,"Customer ID: 4278, Gender: Female, postal_code: Bengaluru, Age Range: 40-50, Size: S"
35-40,Bengaluru,Female,XL,4279,"Customer ID: 4279, Gender: Female, postal_code: Bengaluru, Age Range: 35-40, Size: XL"
40-50,Visakhapatnam,Female,S,4280,"Customer ID: 4280, Gender: Female, postal_code: Visakhapatnam, Age Range: 40-50, Size: S"
35-40,Hyderabad,Male,L,4284,"Customer ID: 4284, Gender: Male, postal_code: Hyderabad, Age Range: 35-40, Size: L"
50-60,Chennai,Female,L,4285,"Customer ID: 4285, Gender: Female, postal_code: Chennai, Age Range: 50-60, Size: L"
40-50,Pune,Female,L,4287,"Customer ID: 4287, Gender: Female, postal_code: Pune, Age Range: 40-50, Size: L"
20-25,Vadodara,Female,XS,4289,"Customer ID: 4289, Gender: Female, postal_code: Vadodara, Age Range: 20-25, Size: XS"
30-35,Chennai,Female,S,4291,"Customer ID: 4291, Gender: Female, postal_code: Chennai, Age Range: 30-35, Size: S"
50-60,Delhi,Male,L,4292,"Customer ID: 4292, Gender: Male, postal_code: Delhi, Age Range: 50-60, Size: L"
20-25,Ahmedabad,Male,M,4293,"Customer ID: 4293, Gender: Male, postal_code: Ahmedabad, Age Range: 20-25, Size: M"
40-50,Surat,Female,XS,4298,"Customer ID: 4298, Gender: Female, postal_code: Surat, Age Range: 40-50, Size: XS"
35-40,Pune,Female,M,4299,"Customer ID: 4299, Gender: Female, postal_code: Pune, Age Range: 35-40, Size: M"
50-60,Bengaluru,Male,XS,4301,"Customer ID: 4301, Gender: Male, postal_code: Bengaluru, Age Range: 50-60, Size: XS"
20-25,Ahmedabad,Female,L,4302,"Customer ID: 4302, Gender: Female, postal_code: Ahmedabad, Age Range: 20-25, Size: L"
30-35,Hyderabad,Female,XS,4303,"Customer ID: 4303, Gender: Female, postal_code: Hyderabad, Age Range: 30-35, Size: XS"
35-40,Bengaluru,Female,S,4305,"Customer ID: 4305, Gender: Female, postal_code: Bengaluru, Age Range: 35-40, Size: S"
50-60,Hyderabad,Female,L,4307,"Customer ID: 4307, Gender: Female, postal_code: Hyderabad, Age Range: 50-60, Size: L"
35-40,Delhi,Female,S,4308,"Customer ID: 4308, Gender: Female, postal_code: Delhi, Age Range: 35-40, Size: S"
50-60,Delhi,Male,XL,4309,"Customer ID: 4309, Gender: Male, postal_code: Delhi, Age Range: 50-60, Size: XL"
25-30,Hyderabad,Female,XL,4310,"Customer ID: 4310, Gender: Female, postal_code: Hyderabad, Age Range: 25-30, Size: XL"
50-60,Bengaluru,Male,XL,4311,"Customer ID: 4311, Gender: Male, postal_code: Bengaluru, Age Range: 50-60, Size: XL"
60-70,Surat,Female,S,4312,"Customer ID: 4312, Gender: Female, postal_code: Surat, Age Range: 60-70, Size: S"
25-30,Kolkata,Male,XS,4313,"Customer ID: 4313, Gender: Male, postal_code: Kolkata, Age Range: 25-30, Size: XS"
50-60,Mumbai,Female,XS,4314,"Customer ID: 4314, Gender: Female, postal_code: Mumbai, Age Range: 50-60, Size: XS"
20-25,Patna,Female,S,4315,"Customer ID: 4315, Gender: Female, postal_code: Patna, Age Range: 20-25, Size: S"
25-30,Coimbatore,Female,XS,4316,"Customer ID: 4316, Gender: Female, postal_code: Coimbatore, Age Range: 25-30, Size: XS"
40-50,Vadodara,Male,S,4322,"Customer ID: 4322, Gender: Male, postal_code: Vadodara, Age Range: 40-50, Size: S"
50-60,Bengaluru,Male,L,4323,"Customer ID: 4323, Gender: Male, postal_code: Bengaluru, Age Range: 50-60, Size: L"
20-25,Hyderabad,Female,S,4324,"Customer ID: 4324, Gender: Female, postal_code: Hyderabad, Age Range: 20-25, Size: S"
30-35,Delhi,Female,M,4326,"Customer ID: 4326, Gender: Female, postal_code: Delhi, Age Range: 30-35, Size: M"
20-25,Chandigarh,Female,XS,4327,"Customer ID: 4327, Gender: Female, postal_code: Chandigarh, Age Range: 20-25, Size: XS"
25-30,Mumbai,Female,XL,4328,"Customer ID: 4328, Gender: Female, postal_code: Mumbai, Age Range: 25-30, Size: XL"
35-40,Bhopal,Female,L,4329,"Customer ID: 4329, Gender: Female, postal_code: Bhopal, Age Range: 35-40, Size: L"
25-30,Guwahati,Female,XS,4330,"Customer ID: 4330, Gender: Female, postal_code: Guwahati, Age Range: 25-30, Size: XS"
25-30,Chennai,Female,L,4332,"Customer ID: 4332, Gender: Female, postal_code: Chennai, Age Range: 25-30, Size: L"
25-30,Chandigarh,Male,XS,4335,"Customer ID: 4335, Gender: Male, postal_code: Chandigarh, Age Range: 25-30, Size: XS"
40-50,Nagpur,Male,M,4336,"Customer ID: 4336, Gender: Male, postal_code: Nagpur, Age Range: 40-50, Size: M"
60-70,Chandigarh,Female,L,4337,"Customer ID: 4337, Gender: Female, postal_code: Chandigarh, Age Range: 60-70, Size: L"
25-30,Hyderabad,Male,XS,4340,"Customer ID: 4340, Gender: Male, postal_code: Hyderabad, Age Range: 25-30, Size: XS"
15-20,Lucknow,Female,S,4343,"Customer ID: 4343, Gender: Female, postal_code: Lucknow, Age Range: 15-20, Size: S"
25-30,Coimbatore,Female,M,4344,"Customer ID: 4344, Gender: Female, postal_code: Coimbatore, Age Range: 25-30, Size: M"
30-35,Bhopal,Male,XL,4345,"Customer ID: 4345, Gender: Male, postal_code: Bhopal, Age Range: 30-35, Size: XL"
30-35,Lucknow,Female,S,4346,"Customer ID: 4346, Gender: Female, postal_code: Lucknow, Age Range: 30-35, Size: S"
35-40,Vadodara,Female,L,4347,"Customer ID: 4347, Gender: Female, postal_code: Vadodara, Age Range: 35-40, Size: L"
25-30,Nagpur,Male,M,4348,"Customer ID: 4348, Gender: Male, postal_code: Nagpur, Age Range: 25-30, Size: M"
50-60,Chennai,Female,S,4351,"Customer ID: 4351, Gender: Female, postal_code: Chennai, Age Range: 50-60, Size: S"
40-50,Visakhapatnam,Female,L,4353,"Customer ID: 4353, Gender: Female, postal_code: Visakhapatnam, Age Range: 40-50, Size: L"
25-30,Mumbai,Female,XS,4354,"Customer ID: 4354, Gender: Female, postal_code: Mumbai, Age Range: 25-30, Size: XS"
20-25,Mumbai,Female,M,4355,"Customer ID: 4355, Gender: Female, postal_code: Mumbai, Age Range: 20-25, Size: M"
20-25,Mumbai,Female,S,4357,"Customer ID: 4357, Gender: Female, postal_code: Mumbai, Age Range: 20-25, Size: S"
25-30,Delhi,Female,XL,4358,"Customer ID: 4358, Gender: Female, postal_code: Delhi, Age Range: 25-30, Size: XL"
25-30,Nagpur,Female,M,4359,"Customer ID: 4359, Gender: Female, postal_code: Nagpur, Age Range: 25-30, Size: M"
40-50,Bengaluru,Male,XL,4360,"Customer ID: 4360, Gender: Male, postal_code: Bengaluru, Age Range: 40-50, Size: XL"
25-30,Chennai,Female,L,4361,"Customer ID: 4361, Gender: Female, postal_code: Chennai, Age Range: 25-30, Size: L"
20-25,Indore,Female,L,4362,"Customer ID: 4362, Gender: Female, postal_code: Indore, Age Range: 20-25, Size: L"
40-50,Mumbai,Male,XS,4367,"Customer ID: 4367, Gender: Male, postal_code: Mumbai, Age Range: 40-50, Size: XS"
20-25,Pune,Female,M,4368,"Customer ID: 4368, Gender: Female, postal_code: Pune, Age Range: 20-25, Size: M"
25-30,Delhi,Female,S,4369,"Customer ID: 4369, Gender: Female, postal_code: Delhi, Age Range: 25-30, Size: S"
50-60,Mumbai,Female,L,4370,"Customer ID: 4370, Gender: Female, postal_code: Mumbai, Age Range: 50-60, Size: L"
20-25,Bengaluru,Female,M,4371,"Customer ID: 4371, Gender: Female, postal_code: Bengaluru, Age Range: 20-25, Size: M"
30-35,Delhi,Female,L,4373,"Customer ID: 4373, Gender: Female, postal_code: Delhi, Age Range: 30-35, Size: L"
25-30,Delhi,Female,S,4376,"Customer ID: 4376, Gender: Female, postal_code: Delhi, Age Range: 25-30, Size: S"
25-30,Chennai,Male,XS,4378,"Customer ID: 4378, Gender: Male, postal_code: Chennai, Age Range: 25-30, Size: XS"
50-60,Hyderabad,Female,XL,4380,"Customer ID: 4380, Gender: Female, postal_code: Hyderabad, Age Range: 50-60, Size: XL"
20-25,Vadodara,Male,L,4381,"Customer ID: 4381, Gender: Male, postal_code: Vadodara, Age Range: 20-25, Size: L"
35-40,Chennai,Female,M,4382,"Customer ID: 4382, Gender: Female, postal_code: Chennai, Age Range: 35-40, Size: M"
25-30,Nagpur,Female,M,4383,"Customer ID: 4383, Gender: Female, postal_code: Nagpur, Age Range: 25-30, Size: M"
30-35,Jaipur,Female,XL,4384,"Customer ID: 4384, Gender: Female, postal_code: Jaipur, Age Range: 30-35, Size: XL"
35-40,Hyderabad,Male,S,4385,"Customer ID: 4385, Gender: Male, postal_code: Hyderabad, Age Range: 35-40, Size: S"
20-25,Chandigarh,Male,XL,4386,"Customer ID: 4386, Gender: Male, postal_code: Chandigarh, Age Range: 20-25, Size: XL"
40-50,Chandigarh,Male,XS,4387,"Customer ID: 4387, Gender: Male, postal_code: Chandigarh, Age Range: 40-50, Size: XS"
25-30,Delhi,Female,XS,4388,"Customer ID: 4388, Gender: Female, postal_code: Delhi, Age Range: 25-30, Size: XS"
50-60,Delhi,Female,S,4389,"Customer ID: 4389, Gender: Female, postal_code: Delhi, Age Range: 50-60, Size: S"
25-30,Mumbai,Male,XL,4391,"Customer ID: 4391, Gender: Male, postal_code: Mumbai, Age Range: 25-30, Size: XL"
20-25,Hyderabad,Female,XL,4392,"Customer ID: 4392, Gender: Female, postal_code: Hyderabad, Age Range: 20-25, Size: XL"
20-25,Bengaluru,Female,L,4394,"Customer ID: 4394, Gender: Female, postal_code: Bengaluru, Age Range: 20-25, Size: L"
50-60,Hyderabad,Female,XS,4396,"Customer ID: 4396, Gender: Female, postal_code: Hyderabad, Age Range: 50-60, Size: XS"
40-50,Hyderabad,Female,XL,4397,"Customer ID: 4397, Gender: Female, postal_code: Hyderabad, Age Range: 40-50, Size: XL"
30-35,Mumbai,Female,L,4399,"Customer ID: 4399, Gender: Female, postal_code: Mumbai, Age Range: 30-35, Size: L"
30-35,Chennai,Male,S,4401,"Customer ID: 4401, Gender: Male, postal_code: Chennai, Age Range: 30-35, Size: S"
20-25,Bengaluru,Female,L,4403,"Customer ID: 4403, Gender: Female, postal_code: Bengaluru, Age Range: 20-25, Size: L"
50-60,Pune,Female,XS,4408,"Customer ID: 4408, Gender: Female, postal_code: Pune, Age Range: 50-60, Size: XS"
25-30,Kolkata,Male,S,4409,"Customer ID: 4409, Gender: Male, postal_code: Kolkata, Age Range: 25-30, Size: S"
40-50,Surat,Female,M,4413,"Customer ID: 4413, Gender: Female, postal_code: Surat, Age Range: 40-50, Size: M"
60-70,Chandigarh,Female,XL,4417,"Customer ID: 4417, Gender: Female, postal_code: Chandigarh, Age Range: 60-70, Size: XL"
15-20,Delhi,Male,S,4418,"Customer ID: 4418, Gender: Male, postal_code: Delhi, Age Range: 15-20, Size: S"
50-60,Mumbai,Female,M,4420,"Customer ID: 4420, Gender: Female, postal_code: Mumbai, Age Range: 50-60, Size: M"
30-35,Bengaluru,Female,XL,4421,"Customer ID: 4421, Gender: Female, postal_code: Bengaluru, Age Range: 30-35, Size: XL"
25-30,Mumbai,Female,XS,4423,"Customer ID: 4423, Gender: Female, postal_code: Mumbai, Age Range: 25-30, Size: XS"
25-30,Delhi,Male,L,4424,"Customer ID: 4424, Gender: Male, postal_code: Delhi, Age Range: 25-30, Size: L"
35-40,Coimbatore,Female,M,4427,"Customer ID: 4427, Gender: Female, postal_code: Coimbatore, Age Range: 35-40, Size: M"
50-60,Chennai,Male,L,4428,"Customer ID: 4428, Gender: Male, postal_code: Chennai, Age Range: 50-60, Size: L"
40-50,Coimbatore,Male,XS,4433,"Customer ID: 4433, Gender: Male, postal_code: Coimbatore, Age Range: 40-50, Size: XS"
25-30,Vadodara,Male,S,4434,"Customer ID: 4434, Gender: Male, postal_code: Vadodara, Age Range: 25-30, Size: S"
25-30,Vadodara,Male,L,4435,"Customer ID: 4435, Gender: Male, postal_code: Vadodara, Age Range: 25-30, Size: L"
50-60,Jaipur,Male,S,4436,"Customer ID: 4436, Gender: Male, postal_code: Jaipur, Age Range: 50-60, Size: S"
50-60,Delhi,Male,L,4437,"Customer ID: 4437, Gender: Male, postal_code: Delhi, Age Range: 50-60, Size: L"
20-25,Guwahati,Female,XL,4438,"Customer ID: 4438, Gender: Female, postal_code: Guwahati, Age Range: 20-25, Size: XL"
25-30,Bengaluru,Female,XL,4440,"Customer ID: 4440, Gender: Female, postal_code: Bengaluru, Age Range: 25-30, Size: XL"
25-30,Ahmedabad,Female,L,4442,"Customer ID: 4442, Gender: Female, postal_code: Ahmedabad, Age Range: 25-30, Size: L"
25-30,Delhi,Female,XL,4443,"Customer ID: 4443, Gender: Female, postal_code: Delhi, Age Range: 25-30, Size: XL"
25-30,Pune,Female,M,4444,"Customer ID: 4444, Gender: Female, postal_code: Pune, Age Range: 25-30, Size: M"
30-35,Chennai,Female,M,4445,"Customer ID: 4445, Gender: Female, postal_code: Chennai, Age Range: 30-35, Size: M"
25-30,Hyderabad,Female,XL,4447,"Customer ID: 4447, Gender: Female, postal_code: Hyderabad, Age Range: 25-30, Size: XL"
25-30,Delhi,Female,S,4449,"Customer ID: 4449, Gender: Female, postal_code: Delhi, Age Range: 25-30, Size: S"
